video_title,video_id,moods,labeled
Free Electronic Trap RnB HipHop Beat EDM Instrumental 135bpm *FREE DOWNLOAD*,o4UnFVgAB4w,HAPPY,t
"EDM ""Illusion"" (Prod. MAURIKS)",n0dYuThtaq0,CHILL,t
[Happy Background Music] Rodrigo Vicente - Kids World (No Copyright Music),mo441VfK878,HAPPY,t
[Good Vibes Background Music] Declan DP - Adventure (No Copyright Music),lqEZpqAZ48U,HAPPY,t
Cadmium x Timmy Commerford - Should Be Me | No Copyright Music,lmL6eW5xJjg,IN-LOVE,t
Dizaro - Pirate (No Copyright Music),lb4Yy1_OR10,HAPPY,t
"""Rich"" -  2018 Beat instrumental || EDM (Prod. Harry D)",lPMSjVoUo5I,CONFIDENT-SASSY,t
Unknown Brain - Fired Up (feat. Taheran) | No Copyright Music,kwuRMnB6u8c,CONFIDENT-SASSY,t
"EDM ""Journey Of A Lifetime"" (Prod. MAURIKS)",k_T1_e4LDE4,IN-LOVE,t
MAKING BEAT FL STUDIO 12 TRAP BEST MUSIC  2019 nocopyright,kU1rr2IB4Yc,CHILL,t
Robin Hustin - On Fire | No Copyright Music,fOCtaYIMzbk,HAPPY,t
Techno,ddftpnwURbs,CONFIDENT-SASSY,t
[No Copyright Music]   Reggae  Happy  -  Free NCS,cod2uaMkfi4,HAPPY,t
Cartoon - On On Best of NCS Music Mix 2017 |♫ Gaming Music♫ | Hot Girl,byYpsTFTRyY,IN-LOVE,t
Traditional Chinese Folk Music (No Copyright Music),VEBw9knKxAo,HAPPY,
(Tropical House) MBB - Clouds (No Copyright Music),FbTb47k9Wl8,HAPPY,
[Disco/House Background Music] Peyruis - Addict (No Copyright Music),Q-Be24b-_Q4,HAPPY,
(Pop Background Music) DIZARO - Back Home (No Copyright Music),HxBYtY_-m_0,HAPPY,
(Pop Background Music) BraveLion - Cause You (No Copyright Music),8RiS8OmGsnM,HAPPY,
(Happy Background Music) AShamaluev - Upbeat Day (No Copyright Music),DVpLghnTkZs,HAPPY,
(Tropical House Background Music) Iaan - Heaven (No Copyright Music),DXLU0IgbrK4,HAPPY,
KSMK - You (No Copyright Music),3bUWwO-14pY,HAPPY,
[Dance & EDM Background Music] Ikson - Crash (No Copyright Music),1gADWraRShM,HAPPY,
Ukulele Background Music - Holiday Season (No Copyright Music),SaVK-mgqYJk,HAPPY,
(Deep House) SKANDR - Road Trip (No Copyright Music),WfnsDLks00E,HAPPY,
(House Background Music) LiQWYD - Glow (No Copyright Music),RpYk1OmFjto,HAPPY,
Ikson - Shadows (No Copyright Music),R9bvQk_2NdY,HAPPY,
[Happy Background Music] FASSounds - Alive & Happy (No Copyright Music),QATfy5sdoqI,HAPPY,
Extan - Meteor (No Copyright Music),PPiFUgGrrNw,HAPPY,
Ikson - Voyage (No Copyright Music),FA5N5Dk2Sr0,HAPPY,
Bensound - Summer (No Copyright Music),ArO9RKT7_h4,HAPPY,
(Dance & Electronic) Scandinavianz - Atlantis (No Copyright Music),EJRGE_Yhvr0,HAPPY,
Anthem  - EDM • Hip Hop • Trap • Royalty Free • No Copyright,6MK92MwtuPM,HAPPY,
I'm Back!! BEST BASS DROPS 2019 | No Copyright Music,55Sb8HD4cww,HAPPY,
"[Instrumental Trap] ""Madness"" - Legendary | Vlog/Gaming Music 2017 | Royalty Free | No Copyright",JGvadcmhnCs,HAPPY,
Techno Music -Copyright Free Music,4Qerh09-ybQ,HAPPY,
"BEST MUSIC MIX 2019 | ♫ 1H Gaming Music ♫ | Dubstep, EDM, Trap House | [No Copyright Sounds NCS]",QnSEHWpj4Hs,HAPPY,
"BEST MUSIC MIX 2019 | ⚡ TO PLAY PUBG Battlegrounds ⚡| Dubstep, EDM, Trap | No Copyright Sounds NCS ⚡",3MV9Qzck_WA,HAPPY,
No Copyright EDM Music For YouTube - Fuad Assani - The Trap,UTo5Hc-XIO4,HAPPY,
Raal Divinity [No Copyright Music],S4RkvxAF_1A,HAPPY,
SDMS - Revenge | EDM MUSIC [NO COPYRIGHT MUSIC],0W4QuQ6DZI8,HAPPY,
Nekzlo Thinking About You (Arakel Fun No Copyright  Music),Nfkm1qTuBno,HAPPY,
FelixL All We Need Is Love (Arakel Fun No Copyright Music),RU_ZM-DiOKA,HAPPY,
ET Summer Song  (Arakel Fun No Copyright  Music),4gE-P8RwN54,HAPPY,
WATEVA   Ping Pong Party (Arakel Fun No Copyright  Music),5TkeglAhnRY,HAPPY,
Diamond Eyes - Flutter | EDM MUSIC [NO COPYRIGHT MUSIC],WCkROxS8hI8,HAPPY,
Laszlo   Fall To Light (Arakel Fun No Copyright  Music),9x-cA-dcQwI,HAPPY,
No Copyright Music 24/7 Streaming - Electro / Dubstep / EDM / Trap / House / Drum Bass,DqQd7tKr8qE,HAPPY,
House EDM   7 FREE No Copyright Music Full Song,33Ir_FyjXRs,HAPPY,
"(Nur Music) | Club Dance | ♫ Gaming Music ♫ | Dubstep, Trap, EDM, Electro House (Nocopyright) #33",MJELMFYyvRM,HAPPY,
Sekai - Running (Arakel Fun No Copyright  Music),4BG-g6N_VjM,HAPPY,
Music4Driving ❙❘ Beats Pliz - LEH | No Copyright Music (Bass Boosted),STOlQMkMIdE,HAPPY,
Beat Musik Rap Musik New 2018 Free Download Youtuber musik No Copyright Musik,J3AVFcEkHxE,HAPPY,
Jacob Tillberg - Broken | No Copyright Music (Remix),ZNlwlUPsC2g,HAPPY,
YZKN and BIOJECT Another Day  (Arakel Fun No Copyright Music),C9FKDo3mR_I,HAPPY,
"[FREE] ""Glitch"" Trap Beat | Trap Instrumental (Prod. Strongfilms)",Y90cqFW7tI8,HAPPY,
Dizaro All U Need (Arakel Fun No Copyright Music),QZH618ZofDs,HAPPY,
[FREE FOR PROFIT] Hard EDM Trap for Rap Instrumental prod. Awesum Anna,28-cBTm6MGo,HAPPY,
Fredji Happy Life (Arakel Fun No Copyright Music),ILKYW_MeFB8,HAPPY,
Vlad Gluschenko  Bay  (Arakel Fun No Copyright Music),19iv0NjMN58,HAPPY,
Nekzlo Back To Summer (Arakel Fun No Copyright  Music),ArUxsSjvhvg,HAPPY,
Free | Lates punjabi music | music freestyle beats |  no copyright music | Thug Bro Music,yHQjZKJS3Qo,ANGRY,t
(Calm Background Music) Lox Beats - Mrs. Zazzara (No Copyright Music),vt7MS5KxyaU,CHILL,t
Music4Driving ❙❘ Tyga - Taste Ft. Offset | No Copyright Music (Bass Boosted),vgCTLmHYRlo,CONFIDENT-SASSY,t
[Christmas Background Music] DJ Quads - Waiting For Christmas (No Copyright Music),vXER24cCXQo,HAPPY,t
[Tropical House Background Music] Jebase - Friends with Benefits (No Copyright Music),wWtajbSqX9A,HAPPY,t
[Happy Background Music] Iaan - Colours (No Copyright Music),oFA0MgIi3Y0,HAPPY,t
Nekzlo - Thinking About You (No Copyright Music),oxm31hUo-Dw,HAPPY,t
(Dance & Electronic) Amarià - Paraclet (No Copyright Music),rRL3d5Zex7I,IN-LOVE,t
TAVIL -SOLO -FREE MUSIC (COPYRIGHT FREE ),rGf1vrGLb_I,CHILL,t
Dizaro  Crazy  (Arakel Fun No Copyright Music),hcChSmRMZpA,HAPPY,t
(Electronic Background Music) Declan DP - Far Away (No Copyright Music),kWxWtWEMUFU,HAPPY,t
"Daft Punk - Harder, Better, Faster, Stronger | No Copyright Music (Far Out Remix)",k0CR126dTLk,CONFIDENT-SASSY,t
[Calm Christmas Background Music) Ikson - Present (No Copyright Music),jlDckeEs8O8,HAPPY,t
[Cinematic Background Music] PeriTune - Augury (No Copyright Music),jCbziP_dbfQ,CONFIDENT-SASSY,t
"🔊 [FREE]  Chill Female Vocal Trap Beat ""Attitude"" (Prod. by SHA BEATS)",gwM5UrjwG1g,CHILL,t
[Chill Bass Background Music] Nekzlo - Keep Holding On (No Copyright Music),gbNZ7fI9uy4,IN-LOVE,t
FREE BACKGROUND MUSIC for Videos   Youtube   No Copyright   Download Instrumental EDM Tropical House,fyazNgtyZhM,HAPPY,t
[Christmas Background Music] Ryan Little - Day 8 (No Copyright Music),fYbFql_Y-zc,HAPPY,t
[Happy Background Music] The Farmer In The Dell (Instrumental) (No Copyright Music),fYF8yNqw2lY,HAPPY,t
Robin Hustin  On Fire (Arakel Fun No Copyright Music),fWfcbxhGYf8,HAPPY,t
NEFFEX - PLAY No Copyright Music [Fresh Picture Background],e_TmzASzc88,ANGRY,t
"[Instrumental Trap] ""Reborn"" - Boss | Vlog/Gaming Music 2017 | Royalty Free | No Copyright",bsF2ugvw3G0,CONFIDENT-SASSY,t
Different Heaven & EH!DE   My Heart (Arakel Fun No Copyright  Music),1XwleSx4I2w,HAPPY,
YT Frmdakaine- Jam [Prod. By sdot fire],URMi_kQrOA8,HAPPY,
Y-Quake - Gold Pack Shawty [Prod. By SDotFire] [Official Audio],a0ZdzFwTqaE,HAPPY,
"XxprolowxX ""Wrong Places""",PpGqCFBU3Zs,HAPPY,
"[FREE] Lil Wayne x Meek Mill Type Beat ""Dangerous Freestyle"" Ft. Drake | Prod. JustSickk",KUnQq2nlTic,HAPPY,
Young Wavy - Slow Is The Way To Go (feat. Mula) Shot By @DNiCETV,6JUB44UVzi0,HAPPY,
TP x CONTROL YOUR OWN DESTINY,XLwLnuPfhSs,HAPPY,
"[FREE] Drake Type Beat ""Don't"" |Free Trap Beats 2018| - Trap\Rap Instrumental",aKDcOUBsGOA,HAPPY,
"[FREE] Drake x Tory Lanez Type Beat 2019 ""A Rack"" | Free Rap / Trap Instrumental | Skidot",1eFcywsUXNs,HAPPY,
OneTake & KingNoLuv RLX - Sauce On The Beat (Official Video),G-7PiVu5QuM,HAPPY,
"*FREE* Tyga x YG x Blueface type beat ""That Bounce"" - Prod  by SSK",-E1iFlPi46E,HAPPY,
"[FREE] ""STAY"" - Wizkid x Tory Lanez X Drake Type Beat | Dancehall x Afrobeat Instrumental",3_jpW198vJQ,HAPPY,
HERMÈS LINK - Travis Scott | Tory Lanez  | Offset Type Beat [prod. by OUHBO¥] | Club Type Beat 2019,1pvlxM00nH0,HAPPY,
"[FREE] Drake x meek mill Type Beat 2019 - ""Fast car"" | Free Type Beat | Trap Instrumental",GZPO6tPDPqw,HAPPY,
"Migos feat. Logic Type Beat -- "" Pocket Dreams""",8xaHqLlkEd0,HAPPY,
"""Cold Mornings"" The Weeknd x Drake Type Beat (Prod. hazwun $$)",8hZdveaMuLI,HAPPY,
"""Delta"" Lil Baby Type Beat | Gunna Type Beat (Prod. @DjTray4K) Trap Instrumental 2018",D091n_kt-mw,HAPPY,
"[FREE] Migos Type Beat 2017 - ""Chopper"" (Prod. Juanber)",PT3qcxuMqI8,HAPPY,
ReflXion- Checkmate- OneTakeContest,K_mu6uEZx7A,HAPPY,
"Lil Uzi Vert x Tm88 x Trippie Redd Type Beat 2019 ""Pink Molly"" | Prod By Teddy G",EsVW4MgRVcE,HAPPY,
[SOLD] NARCOS - Russ x Young Thug x Desiigner Type Beat [prod. by OUHBO¥],JowAij55Fj8,HAPPY,
[FREE] Lil Uzi Vert Type Beat 2017 - Whip (Prod.By @MaseratiGoKrazy),ScS3fZQlzW0,HAPPY,
"Meek Mill x Ace Hood Type Beat New 2017 - ''Dreams'' | MTBeatz, Kay Pryor",JCQ-qpwF3I4,HAPPY,
"YFN LUCCI Type Beat 2017 ""Survival"" | Prod By Teddy G free type beat",9MiISdkQ1A8,HAPPY,
"[FREE] Migos x A boogie Type Beat 2017 ""Goldman"" | Hard Trap Type Beat / Instrumental",QAAUJgwN9vU,HAPPY,
"Famous Dex x Ugly God Type Beat ""Blue Cheese"" (Prod. Gooney Tunes)",UBSs2BP7sVM,HAPPY,
"[TYPE BEATS] ""Epic""🐻 (HARD) Inspiring Rap Beat | Trap Hip Hop Instrumental 2019 | Grizzly Beatz",_-ePabxsmc8,HAPPY,
"[TYPE BEATS] ""Run It""🐻 (Hard) Type Beat For Sale | 2019 Instrumental Rap Hip Hop | Grizzly Beatz",XP_Fjm1Xv28,HAPPY,
"[TYPE BEATS] ""Honor"" 🐻 (EPIC) Rap Type Beat | Emotional Hip Hop Instrumental 2019 | Grizzly Beatz",SWV9p4WulBg,HAPPY,
"Free Smooth Soulful Jay-Z x Kanye West Type Beat ""Somebody New"" | | Grizzly Beatz",KxSZjX2KVGQ,HAPPY,
"[TYPE BEATS] ""Primal Instincts""🐻 Smooth (SEXY) Drake Rap | Hip Hop Instrumental 2019| Grizzly Beatz",To1O7_MaBg0,HAPPY,
"[TYPE BEATS] ""Bliss""🐻 (CHILL) Mac Miller x  Wiz Khalifa Type Beat | EMO Hip Hop Rap | Grizzly Beatz",R-EMOsXEk5c,HAPPY,
"[FREE TYPE BEAT] *Must Hear* Lil Baby x Gunna Type Beat ""Motivation"" Smooth Trap Beat",Jf7gHl3NzfI,HAPPY,
"[FREE] Smooth New Age Bass Rap/Hip-Hop Beat Instrumental ""Bando"" [Prod. by @UniBeastBeats]",SwiEMvzEfNI,HAPPY,
"[TYPE BEATS]""Give Me Sake""🐻HARD (Aggressive) Trap Type Beat | Asian Hip Hop Grizzly Beatz",F_FEmrgZ-mk,HAPPY,
"[TYPE BEATS] ""Fragile"" 🐻 (SMOOTH) Type Beat | J Cole Hip Hop Rap Instrumental | Grizzly Beatz",GEvm8zO56q0,HAPPY,
"Free Smooth Soulful Atmosphere x  Murs Type Beat ""People's Champ"" | Smooth Hip Hop | Grizzly Beatz",BwR4TRcXzPY,HAPPY,
"Free Smooth Soulful Lil Baby x NBA Youngboy Type Beat ""Drip"" | Trap Rap Type Beats| Grizzly Beatz",2PLvuLDpUIA,HAPPY,
"[FREE TYPE BEAT] Smooth Soulful J Cole x Kendrick Lamar Type Beat ""Home"" | Grizzly Beatz",I4nfjWw4GLA,HAPPY,
"[TYPE BEATS] ""Creeping""🐻 (CHILL) Lil Skies x Juice WRLD Type Beat | EMO Hip Hop Rap | Grizzly Beatz",NYf0vy_9nVY,HAPPY,
"[TYPE BEATS] ""What's Real""🐻 (HARD) Wu Tang x RZA Type Beat | East Coast Hip Hop Rap | Grizzly Beatz",OIcmctHnUUs,HAPPY,
The BayBlasian - Introo (Music Video) || Dir. WTFNonStop [Thizzler.com],wkjxbeSRITo,ANGRY,t
"[FREE] Rich the kid x 21savage Type Beat 2019 - ""Opera"" | Free Type Beat | Trap Instrumental",wfOreulqij8,CHILL,t
[FREE] Travis Scott x Drake type beat - Flame Boy | LAVI$H JAX x LBambino,wNvX30KHGr8,CHILL,t
"[FREE] Young Thug x A Boogie Type Beat 2017 ""Solo"" (Prod.StunnahSezBeatz) | Free Type Beat",wCKUvyulFKw,CHILL,t
Free Xxxtentacion type beat | palace,tL4sFfU2Fe4,CONFIDENT-SASSY,t
Juicy J Type Beat 2017 ° No Fake ° ( Prod.By Lil'B x Jonnywood ),tE5QFJUmPBI,CONFIDENT-SASSY,t
"[FREE] GuiloBeats 2019 - "" Pow Pow "" | Migos Type Beat | Rap/Trap Instrumental 2019",sW4elEGqdk4,CONFIDENT-SASSY,t
"Migos x Future Type Beat | ""Do You""- Prod. UrBan Nerd (2017)",pM4Of4hs2LU,CHILL,t
"[FREE] Meek Mill Type Beat - ""Nightmares"" | Prod. TyHartBeats",owCdTqBSJsk,CONFIDENT-SASSY,t
Chay Milan x Brugie Badd - Bloody Reign (Official Video) Shot By @DineroFilms,ojNbe_jO2vc,CONFIDENT-SASSY,t
"Migos Type Beat 2017 ""Whole Lot"" | Prod By Teddy G",rYyttSNjULs,CHILL,t
"[FREE] Kodak Black Type Beat ""Ice Box"" (Prod By Lbeats) Aggressive Piano Instrumental",n3coZXc-hqE,CHILL,t
"Lil Peep Lil Uzi Vert X Future Type Beat 2019 ""White Noise"" | Prod By Teddy G free type beat",m3DhGvEF3aw,CHILL,t
"""SUPER"" - Future (Type Beat) Prod. UrBan Nerd [2017]",kqy_MmyQ9Q4,CHILL,t
"Drake Type Beat ""Letters"" (Prod. Gooney Tunes)",j_ykJy3B-uE,CONFIDENT-SASSY,t
MIGOS TYPE BEAT 2018| LIT TRAP BEAT [PROD. BY ATTIC STEIN],hZtldyMCxcc,CHILL,t
"""JUICE"" - ScHoolboy Q Type Beat Ft. Jay Rock | Rap/Trap Beat 2019",gGr8Q10aMSI,CONFIDENT-SASSY,t
"A Boogie Wit Da Hoodie Type Beat ""Drip"" (Prod. Gooney Tunes)",fN4YmTo4Tk0,CONFIDENT-SASSY,t
*FREE* Drake x Bryson Tiller Type Beat Tory Lanez Type Beat 2018,cla1anxaass,HAPPY,t
"[FREE] Big Sean Type Beat "" Spanish "" |  Migos Type Instrumental | Trap Beat 2017",c5kJHMLajfc,CHILL,t
"[TYPE BEATS] ""Haunted"" 🐻 (DARK) Creepy Trap Type Beat | Trap Hip Hop 2020 | Grizzly Beatz",asjCemIzHe4,CONFIDENT-SASSY,t
"[FREE TYPE BEAT] Smooth Soulful J Cole x 21 Savage Type Beat ""Golden Era"" | Grizzly Beatz",PV4Eshdqd20,HAPPY,
"[FREE TYPE BEAT] Smooth Soulful DaBaby x Blac Youngsta Type Beat Instrumental ""Mobb"" | Grizzly Beatz",CDLE4XkG7O4,HAPPY,
"[TYPE BEATS] ""Tragedy Pt  2""🐻(SOULFUL) Jay-Z x NAS Type Beat | Hip Hop Instrumental | Grizzly Beatz",-6Hhivlfguo,HAPPY,
"[FREE TYPE BEAT] *Must Hear* Smooth Drake X Travis Scott Type Trap Beat ""Tempted 2""",PSD2t_knMQg,HAPPY,
"[TYPE BEATS] ""Coming Home""🐻(HARD) Wu Tang x Nas Type Beat | Freestyle Cypher | Grizzly Beatz",E1z9DT6uE90,HAPPY,
(HD) 160828 WTF @ KPOP MAKES ONE,_JgUF1RrVqY,HAPPY,
"[TYPE BEATS] ""I'm Back"" 🐻 (SMOOTH) Drake Freestyle Type Beat | Cypher Hip Hop Rap | Grizzly Beatz",zsFjU-WN4Ww,CHILL,t
"Free Smooth Soulful Jay Z x NAS Type Beat ""Justice"" | Hip Hop Instrumental | Grizzly Beatz",zsR_Yr-wPkM,CONFIDENT-SASSY,t
[Christmas Music Background] Silvermansound - Christmas Spirit (No Copyright Music),zNWsBvzFstk,HAPPY,t
"XXXtentacion ""BAD"" Instrumental Prod. by Dices *FREE DL*",z7VopiFWvTY,CHILL,t
New Year Mix 2019 | Best Dubstep | Trap | Future Bass | No Copyright Music,z2I2CCLt8sQ,IN-LOVE,t
Cadmium - Melody (feat. Jon Becker) | No Copyright Music,yhzfacDyTI8,IN-LOVE,t
Boss Music 2 (Hard Rap Beat) - Grizzly F.O.G.,xB0rSVbDY6Q,CONFIDENT-SASSY,t
"Free Smooth Soulful J. Cole x Mac Miller Type Beat ""Runaway"" | Grizzly Beatz",sYJUOfYw3H0,CHILL,t
"Free Smooth Soulful Jay Z x Nas Type Beat ""No Gimmicks"" | Smooth Hip Hop | Grizzly Beatz",dQRh5r34zow,HAPPY,t
"Free Smooth Soulful Nas x Common Type Beat ""Lessons"" | Smooth Hip Hop | Grizzly Beatz",q9xo4RxYYuE,CHILL,t
"Free Smooth Soulful Jay-Z x NAS Type Beat ""Coast 2 Coast"" Hip Hop Instrumental | Grizzly Beatz",mfUWz1q_3Yw,CHILL,t
"Free Smooth Soulful Jay-Z x Kanye West X Nas Type Beat ""Guerrilla Warfare"" | Grizzly Beatz",iiEBKnIT75g,CONFIDENT-SASSY,t
"[TYPE BEATS] ""Lives Matter""🐻(SOULFUL) Jay Z x NAS Type Beat | Underground Hip Hop | Grizzly Beatz",iJICFUi7Sys,CHILL,t
٭HARD٭ DARKEST TRAP TYPE BEAT EVER    “WARRIOR “  BY GRIZZLY BEATZ ¦ DARK RAP BEAT,l8o-DYWmMTg,CHILL,t
"[FREE TYPE BEAT] ""AVENGERS"" | Real Hip Hop Beat | Eminem Type Beat | Instrumental",l1i_amLvWPU,CHILL,t
"[FREE TYPE BEAT] Smooth Soulful Mac Miller x J Cole Type Beat ""Chronic"" | Grizzly Beatz",cadA9tfrAx8,CHILL,t
"Free Smooth Soulful Nas x Common Type Beat ""On Fire"" | Smooth Hip Hop | Grizzly Beatz",b0djpmOyCJ8,HAPPY,t
Creative Minds-Corporate/Pop Background Ground Music-Free Audio Library(Free non Copyright Music),yeUGuakpEM0,CONFIDENT-SASSY,t
Infraction - Fashion Music /Background Music (Royalty Free Music) (No Copyright music),ycdrrUcpD8c,CONFIDENT-SASSY,t
Wall | [YDA-020],yTyERSNfZ-w,CONFIDENT-SASSY,t
(Chill Background Music) Ikson - Motion (No Copyright Music),yR-fJ7iilik,CHILL,t
"DJ Khaled ""Celebrate"" ft. Travis Scott & Post Malone Instrumental Prod. by Dices *FREE DL*",v4J1gZrF1DY,CHILL,t
Killercats - Tell Me (feat. Alex Skrindo) | No Copyright Music,uff9S3S-iac,HAPPY,t
Infraction - Epic Cinematic Background /Background Music (Royalty Free Music) (No Copyright music),uPUK0FnhZww,CONFIDENT-SASSY,t
[FREE] Future x 21 Savage Type Beat - DARK DAYS 😥,yMd608vZg8M,CONFIDENT-SASSY,t
"YBN Cordae ""Have Mercy"" Instrumental Prod. by Dices *FREE DL*",w4_Li9-T-w0,CONFIDENT-SASSY,t
"Free Smooth Soulful Mac Miller x J Cole Type Beat ""Do it For Love"" | Grizzly Beatz",vyIBnaMeGH8,CHILL,t
No Copyright Music ♫ EDWIN AJTUN - THE LIFE ♫ FREE MUSIC ARMY,vwXF1mUJmtU,HAPPY,t
King Music : 3rd Prototype ♫ Lex Dave ♫ Time feat. Yohamna Solange [NCS Release],xlEohLOm5Nc,IN-LOVE,t
Rival x Cadmium - Seasons (feat. Harley Bird) | No Copyright Music,xNSaOh9GXss,IN-LOVE,t
Cadmium - Darkness (feat. Frances Leone) | No Copyright Music,tR70s2ZUX7c,SAD,t
Hollow Bells - Cxdy || No Copyright strike Music || [ NCS Release ],stR-ms7efJg,CHILL,t
"Future x Young Thug x Lil Pump Type Beat 2017 ""Navy"" | Prod By Teddy G ****SOLD****",scFCgJivvK4,CHILL,t
"[FREE] NBA Youngboy x OMB Peezy Type Beat 2019 - ""Glory"" | NBA Youngboy Type Instrumental",oP949Ekv4_w,CONFIDENT-SASSY,t
Far Out - On My Own (feat. Karra) | No Copyright Music,sOWY524edr4,CONFIDENT-SASSY,t
(No Copyright) Motivational and Uplifting Background Music For Videos - by AShamaluevMusic,obYRdW25gqA,CONFIDENT-SASSY,t
"Catchy (summer, fashion , beauty Advertising Music, No Copyright Music, Royalty Free)",qy31sATri3Q,CHILL,t
"[TYPE BEATS] ""My Number 1""🐻 (Smooth) Emotional Drake Rap Beat Hip Hop Instrumental | Grizzly Beatz",mucrmru7Lrg,CONFIDENT-SASSY,t
(No Copyright) Emotional Trap Background Music For YouTube Videos - Dark Side by Rival,mju_zJZPur4,SAD,t
[No Copyright Music] Allerlei von Nicolai - Traces (Instrumental) | LMMS Electronic Dance Music,itRgl1klbqQ,CHILL,t
Zend Music | K-391 - Everybody [NCS Release] | Free Music | No Copyright Music,jNBu8s1xpfA,HAPPY,t
"FREE ""LongRoad"" Big Sean ft. Travis $cott Type Beat (p. AHZIN x DCMO)",fLCIj23O4KQ,CONFIDENT-SASSY,t
"[FREE] EDM x Dance Music x Pop Type Beat 2019 ""Cherry on Top"" | Pop Type Beat / #Instrumental",dQeGQNe33rI,CHILL,t
"Ariana Grande ""Break Up with Your Girlfriend im Bored"" Instrumental Prod. by Dices *FREE DL*",d0cELpRX8to,CONFIDENT-SASSY,t
"[Free] Young Dolph Type Beat ""Package"" | Free Type Beat | Trap Beat",bnTqb_N3Zuk,CHILL,t
